schedule_id,staff_id,date,shift_type,start_time,end_time,location,assignments,breaks,overtime,quality_metrics,notes
SCH002866,NUR0047,2025-07-13,Evening,2025-07-13 15:00:02.452019,2025-07-14 03:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Documentation'], 'patient_load': 2, 'supervision': 'Supervising', 'special_assignments': []}","{'lunch': 49, 'short_breaks': 2, 'break_duration': 13}","{'scheduled': True, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 4.806956796529395, 'documentation_completion': 0.9186499787644985, 'protocol_adherence': 0.9900887177985618, 'team_collaboration': 4.299643617067051}",Quality improvement focus
SCH002867,NUR0047,2025-07-14,Night,2025-07-14 19:00:02.452019,2025-07-15 07:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Documentation'], 'patient_load': 2, 'supervision': 'Supervising', 'special_assignments': ['Emergency Response']}","{'lunch': 59, 'short_breaks': 4, 'break_duration': 14}","{'scheduled': False, 'hours': 0, 'reason': 'Emergency'}","{'patient_satisfaction': 4.467544105940765, 'documentation_completion': 0.9026336549312505, 'protocol_adherence': 0.9203218446137572, 'team_collaboration': 3.5045864947689993}",Regular shift
SCH002868,NUR0048,2025-05-15,Day,2025-05-15 07:00:02.452019,2025-05-15 19:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Training'], 'patient_load': 3, 'supervision': 'None', 'special_assignments': ['Emergency Response']}","{'lunch': 53, 'short_breaks': 4, 'break_duration': 11}","{'scheduled': False, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 4.991256478955385, 'documentation_completion': 0.9396475915487126, 'protocol_adherence': 0.9280472507274273, 'team_collaboration': 3.506782663947162}",New protocol implementation
SCH002869,NUR0048,2025-05-16,Evening,2025-05-16 15:00:02.452019,2025-05-17 03:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Training', 'Patient Care'], 'patient_load': 9, 'supervision': 'Supervising', 'special_assignments': ['Rapid Response']}","{'lunch': 42, 'short_breaks': 2, 'break_duration': 14}","{'scheduled': False, 'hours': 0, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 3.6155667623494927, 'documentation_completion': 0.8583157417167275, 'protocol_adherence': 0.9578849632122539, 'team_collaboration': 4.634882171577342}",Team building activities
SCH002870,NUR0048,2025-05-17,Day,2025-05-17 07:00:02.452019,2025-05-17 19:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Quality Assurance', 'Patient Care', 'Documentation'], 'patient_load': 6, 'supervision': 'None', 'special_assignments': ['Rapid Response', 'Emergency Response']}","{'lunch': 57, 'short_breaks': 4, 'break_duration': 12}","{'scheduled': True, 'hours': 0, 'reason': 'Emergency'}","{'patient_satisfaction': 3.572804380174132, 'documentation_completion': 0.8543365414994712, 'protocol_adherence': 0.931093720094163, 'team_collaboration': 3.7940881657260075}",Team building activities
SCH002871,NUR0048,2025-05-18,Evening,2025-05-18 15:00:02.452019,2025-05-19 03:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Training', 'Documentation', 'Quality Assurance'], 'patient_load': 7, 'supervision': 'Supervising', 'special_assignments': ['Emergency Response', 'Code Team']}","{'lunch': 55, 'short_breaks': 2, 'break_duration': 12}","{'scheduled': False, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 4.4497589991806095, 'documentation_completion': 0.848528774382834, 'protocol_adherence': 0.9762076111556002, 'team_collaboration': 3.857605147847665}",Team building activities
SCH002872,NUR0048,2025-05-19,Evening,2025-05-19 15:00:02.452019,2025-05-20 03:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Training', 'Quality Assurance', 'Patient Care'], 'patient_load': 7, 'supervision': 'Supervised', 'special_assignments': ['Rapid Response']}","{'lunch': 43, 'short_breaks': 4, 'break_duration': 15}","{'scheduled': False, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 4.923319090979248, 'documentation_completion': 0.8573878017557531, 'protocol_adherence': 0.9277759152719762, 'team_collaboration': 4.629183145255328}",Regular shift
SCH002873,NUR0048,2025-05-20,Day,2025-05-20 07:00:02.452019,2025-05-20 19:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Quality Assurance', 'Patient Care', 'Training'], 'patient_load': 1, 'supervision': 'None', 'special_assignments': ['Rapid Response', 'Code Team']}","{'lunch': 49, 'short_breaks': 3, 'break_duration': 12}","{'scheduled': False, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 3.649516179086129, 'documentation_completion': 0.9611843560672562, 'protocol_adherence': 0.9275690936337979, 'team_collaboration': 4.393318927414868}",New protocol implementation
SCH002874,NUR0048,2025-05-21,Evening,2025-05-21 15:00:02.452019,2025-05-22 03:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Patient Care'], 'patient_load': 3, 'supervision': 'Supervising', 'special_assignments': ['Emergency Response']}","{'lunch': 55, 'short_breaks': 3, 'break_duration': 15}","{'scheduled': False, 'hours': 0, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 4.894580279609567, 'documentation_completion': 0.8813648848560577, 'protocol_adherence': 0.9389649162927602, 'team_collaboration': 4.22146489215046}",Training day
SCH002875,NUR0048,2025-05-22,Evening,2025-05-22 15:00:02.452019,2025-05-23 03:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Patient Care', 'Quality Assurance', 'Training'], 'patient_load': 2, 'supervision': 'Supervising', 'special_assignments': ['Rapid Response']}","{'lunch': 47, 'short_breaks': 3, 'break_duration': 12}","{'scheduled': False, 'hours': 0, 'reason': 'Emergency'}","{'patient_satisfaction': 3.610296014823549, 'documentation_completion': 0.8263724243925544, 'protocol_adherence': 0.98645363668858, 'team_collaboration': 3.7778632010228637}",Training day
SCH002876,NUR0048,2025-05-23,Day,2025-05-23 07:00:02.452019,2025-05-23 19:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Training', 'Patient Care', 'Quality Assurance'], 'patient_load': 2, 'supervision': 'None', 'special_assignments': ['Emergency Response']}","{'lunch': 33, 'short_breaks': 3, 'break_duration': 13}","{'scheduled': False, 'hours': 3, 'reason': 'Training'}","{'patient_satisfaction': 3.6883213141450324, 'documentation_completion': 0.8643950030836618, 'protocol_adherence': 0.9682801019667089, 'team_collaboration': 4.967982427906773}",Quality improvement focus
SCH002877,NUR0048,2025-05-24,Evening,2025-05-24 15:00:02.452019,2025-05-25 03:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Documentation'], 'patient_load': 9, 'supervision': 'Supervised', 'special_assignments': []}","{'lunch': 40, 'short_breaks': 4, 'break_duration': 13}","{'scheduled': False, 'hours': 4, 'reason': 'Special Project'}","{'patient_satisfaction': 4.8205463401350395, 'documentation_completion': 0.8473336941364608, 'protocol_adherence': 0.9034437578875032, 'team_collaboration': 3.6692842135558865}",New protocol implementation
SCH002878,NUR0048,2025-05-25,Night,2025-05-25 19:00:02.452019,2025-05-26 07:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Documentation', 'Quality Assurance', 'Training'], 'patient_load': 8, 'supervision': 'Supervised', 'special_assignments': []}","{'lunch': 59, 'short_breaks': 3, 'break_duration': 13}","{'scheduled': True, 'hours': 0, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 3.701757478151029, 'documentation_completion': 0.9756496137085482, 'protocol_adherence': 0.9524565340308719, 'team_collaboration': 4.5580600909006925}",Training day
SCH002879,NUR0048,2025-05-26,Night,2025-05-26 19:00:02.452019,2025-05-27 07:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Patient Care', 'Documentation', 'Training'], 'patient_load': 10, 'supervision': 'None', 'special_assignments': ['Code Team', 'Rapid Response']}","{'lunch': 47, 'short_breaks': 2, 'break_duration': 10}","{'scheduled': True, 'hours': 0, 'reason': 'Emergency'}","{'patient_satisfaction': 4.674720215416166, 'documentation_completion': 0.9429854265744195, 'protocol_adherence': 0.961658789626222, 'team_collaboration': 3.6391314237839203}",Training day
SCH002880,NUR0048,2025-05-27,Day,2025-05-27 07:00:02.452019,2025-05-27 19:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Documentation', 'Patient Care'], 'patient_load': 2, 'supervision': 'Supervising', 'special_assignments': []}","{'lunch': 54, 'short_breaks': 2, 'break_duration': 15}","{'scheduled': True, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 3.7878351021049195, 'documentation_completion': 0.9507727797746781, 'protocol_adherence': 0.9330187814290112, 'team_collaboration': 3.7147983787094874}",Regular shift
SCH002881,NUR0048,2025-05-28,Day,2025-05-28 07:00:02.452019,2025-05-28 19:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Training', 'Quality Assurance', 'Patient Care'], 'patient_load': 1, 'supervision': 'Supervised', 'special_assignments': ['Code Team', 'Rapid Response']}","{'lunch': 55, 'short_breaks': 3, 'break_duration': 12}","{'scheduled': False, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 3.5975264557152293, 'documentation_completion': 0.8767014720113817, 'protocol_adherence': 0.9943210200094772, 'team_collaboration': 4.058203480104445}",Team building activities
SCH002882,NUR0048,2025-05-29,Day,2025-05-29 07:00:02.452019,2025-05-29 19:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Documentation', 'Training', 'Quality Assurance'], 'patient_load': 7, 'supervision': 'None', 'special_assignments': []}","{'lunch': 47, 'short_breaks': 3, 'break_duration': 12}","{'scheduled': True, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 4.130537996633644, 'documentation_completion': 0.8115366954194353, 'protocol_adherence': 0.9105945020951797, 'team_collaboration': 4.309062794437256}",New protocol implementation
SCH002883,NUR0048,2025-05-30,Day,2025-05-30 07:00:02.452019,2025-05-30 19:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Documentation', 'Patient Care', 'Quality Assurance'], 'patient_load': 5, 'supervision': 'None', 'special_assignments': ['Emergency Response', 'Rapid Response']}","{'lunch': 47, 'short_breaks': 2, 'break_duration': 14}","{'scheduled': False, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 4.784272142799418, 'documentation_completion': 0.8589948811832547, 'protocol_adherence': 0.9596964868863932, 'team_collaboration': 4.409503399848128}",Regular shift
SCH002884,NUR0048,2025-05-31,Evening,2025-05-31 15:00:02.452019,2025-06-01 03:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Training', 'Quality Assurance', 'Documentation'], 'patient_load': 2, 'supervision': 'None', 'special_assignments': []}","{'lunch': 34, 'short_breaks': 2, 'break_duration': 11}","{'scheduled': False, 'hours': 0, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 4.85767918904787, 'documentation_completion': 0.9967702545380138, 'protocol_adherence': 0.9645324443168406, 'team_collaboration': 4.7509551823725396}",Training day
SCH002885,NUR0048,2025-06-01,Night,2025-06-01 19:00:02.452019,2025-06-02 07:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Training'], 'patient_load': 6, 'supervision': 'Supervised', 'special_assignments': ['Emergency Response', 'Code Team']}","{'lunch': 48, 'short_breaks': 3, 'break_duration': 10}","{'scheduled': True, 'hours': 0, 'reason': 'Emergency'}","{'patient_satisfaction': 4.17962678261899, 'documentation_completion': 0.9281393350695115, 'protocol_adherence': 0.9759009731151564, 'team_collaboration': 3.8645969236219533}",Quality improvement focus
SCH002886,NUR0048,2025-06-02,Night,2025-06-02 19:00:02.452019,2025-06-03 07:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Patient Care'], 'patient_load': 4, 'supervision': 'Supervising', 'special_assignments': []}","{'lunch': 42, 'short_breaks': 2, 'break_duration': 12}","{'scheduled': False, 'hours': 0, 'reason': 'Emergency'}","{'patient_satisfaction': 4.972041900424369, 'documentation_completion': 0.8628015751294299, 'protocol_adherence': 0.9634069435057105, 'team_collaboration': 4.185510861964009}",Quality improvement focus
SCH002887,NUR0048,2025-06-03,Night,2025-06-03 19:00:02.452019,2025-06-04 07:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Patient Care', 'Quality Assurance'], 'patient_load': 7, 'supervision': 'None', 'special_assignments': ['Code Team', 'Emergency Response']}","{'lunch': 46, 'short_breaks': 3, 'break_duration': 15}","{'scheduled': False, 'hours': 0, 'reason': 'Emergency'}","{'patient_satisfaction': 4.098354576302572, 'documentation_completion': 0.9403502008335091, 'protocol_adherence': 0.9291630166527121, 'team_collaboration': 4.680250945708599}",Team building activities
SCH002888,NUR0048,2025-06-04,Day,2025-06-04 07:00:02.452019,2025-06-04 19:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Documentation', 'Training'], 'patient_load': 9, 'supervision': 'None', 'special_assignments': ['Code Team']}","{'lunch': 51, 'short_breaks': 3, 'break_duration': 13}","{'scheduled': True, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 3.7000297010882974, 'documentation_completion': 0.9974975917536045, 'protocol_adherence': 0.9807119036339892, 'team_collaboration': 4.64301419470784}",Regular shift
SCH002889,NUR0048,2025-06-05,Evening,2025-06-05 15:00:02.452019,2025-06-06 03:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Quality Assurance', 'Documentation', 'Patient Care'], 'patient_load': 6, 'supervision': 'None', 'special_assignments': ['Rapid Response']}","{'lunch': 56, 'short_breaks': 2, 'break_duration': 11}","{'scheduled': True, 'hours': 0, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 4.382270790958483, 'documentation_completion': 0.9149270578259048, 'protocol_adherence': 0.9642831588556431, 'team_collaboration': 4.388782477980224}",Quality improvement focus
SCH002890,NUR0048,2025-06-06,Evening,2025-06-06 15:00:02.452019,2025-06-07 03:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Patient Care', 'Quality Assurance'], 'patient_load': 1, 'supervision': 'Supervised', 'special_assignments': ['Code Team', 'Rapid Response']}","{'lunch': 36, 'short_breaks': 3, 'break_duration': 12}","{'scheduled': False, 'hours': 0, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 3.57243789545808, 'documentation_completion': 0.8503069969223013, 'protocol_adherence': 0.9321176792133531, 'team_collaboration': 4.8717610331794905}",Team building activities
SCH002891,NUR0048,2025-06-07,Evening,2025-06-07 15:00:02.452019,2025-06-08 03:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Patient Care', 'Training', 'Quality Assurance'], 'patient_load': 9, 'supervision': 'Supervised', 'special_assignments': ['Code Team']}","{'lunch': 57, 'short_breaks': 2, 'break_duration': 14}","{'scheduled': False, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 4.7879780913734855, 'documentation_completion': 0.9392574806245392, 'protocol_adherence': 0.9612910229410496, 'team_collaboration': 3.7969351546237635}",Regular shift
SCH002892,NUR0048,2025-06-08,Day,2025-06-08 07:00:02.452019,2025-06-08 19:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Training'], 'patient_load': 1, 'supervision': 'Supervised', 'special_assignments': ['Emergency Response']}","{'lunch': 42, 'short_breaks': 3, 'break_duration': 15}","{'scheduled': True, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 4.391252016948139, 'documentation_completion': 0.8961811911831647, 'protocol_adherence': 0.9080067290171671, 'team_collaboration': 3.55942788630958}",Quality improvement focus
SCH002893,NUR0048,2025-06-09,Night,2025-06-09 19:00:02.452019,2025-06-10 07:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Patient Care'], 'patient_load': 6, 'supervision': 'None', 'special_assignments': []}","{'lunch': 43, 'short_breaks': 3, 'break_duration': 13}","{'scheduled': False, 'hours': 4, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 4.015308843012976, 'documentation_completion': 0.8434841690175451, 'protocol_adherence': 0.9907281017374717, 'team_collaboration': 3.6516295601511746}",Regular shift
SCH002894,NUR0048,2025-06-10,Day,2025-06-10 07:00:02.452019,2025-06-10 19:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Patient Care'], 'patient_load': 6, 'supervision': 'None', 'special_assignments': ['Emergency Response']}","{'lunch': 60, 'short_breaks': 4, 'break_duration': 13}","{'scheduled': False, 'hours': 4, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 3.6920139481171916, 'documentation_completion': 0.9955697467480611, 'protocol_adherence': 0.960868138052374, 'team_collaboration': 3.7354340977582847}",Quality improvement focus
SCH002895,NUR0048,2025-06-11,Night,2025-06-11 19:00:02.452019,2025-06-12 07:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Documentation', 'Patient Care', 'Training'], 'patient_load': 9, 'supervision': 'Supervised', 'special_assignments': ['Emergency Response']}","{'lunch': 38, 'short_breaks': 4, 'break_duration': 11}","{'scheduled': True, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 4.576880960489563, 'documentation_completion': 0.9595009759637022, 'protocol_adherence': 0.9969512141272058, 'team_collaboration': 3.7306293099764325}",Team building activities
SCH002896,NUR0048,2025-06-12,Day,2025-06-12 07:00:02.452019,2025-06-12 19:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Patient Care', 'Quality Assurance'], 'patient_load': 8, 'supervision': 'Supervising', 'special_assignments': ['Rapid Response']}","{'lunch': 53, 'short_breaks': 3, 'break_duration': 13}","{'scheduled': False, 'hours': 0, 'reason': 'Emergency'}","{'patient_satisfaction': 4.201452165387231, 'documentation_completion': 0.9804043427726803, 'protocol_adherence': 0.9188559740519957, 'team_collaboration': 4.561461699502395}",Training day
SCH002897,NUR0048,2025-06-13,Day,2025-06-13 07:00:02.452019,2025-06-13 19:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Training'], 'patient_load': 9, 'supervision': 'None', 'special_assignments': ['Rapid Response']}","{'lunch': 41, 'short_breaks': 2, 'break_duration': 11}","{'scheduled': False, 'hours': 0, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 4.002073267215766, 'documentation_completion': 0.8123816267632805, 'protocol_adherence': 0.9548315680833892, 'team_collaboration': 4.487050042124427}",Team building activities
SCH002898,NUR0048,2025-06-14,Day,2025-06-14 07:00:02.452019,2025-06-14 19:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Documentation'], 'patient_load': 7, 'supervision': 'None', 'special_assignments': []}","{'lunch': 33, 'short_breaks': 2, 'break_duration': 15}","{'scheduled': False, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 4.710648238711161, 'documentation_completion': 0.9760962941463821, 'protocol_adherence': 0.9041420978186867, 'team_collaboration': 4.310410146348372}",Quality improvement focus
SCH002899,NUR0048,2025-06-15,Night,2025-06-15 19:00:02.452019,2025-06-16 07:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Training', 'Documentation'], 'patient_load': 3, 'supervision': 'None', 'special_assignments': []}","{'lunch': 54, 'short_breaks': 2, 'break_duration': 10}","{'scheduled': True, 'hours': 0, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 4.944107375470756, 'documentation_completion': 0.9989086862727512, 'protocol_adherence': 0.9056080874525602, 'team_collaboration': 3.928283325168655}",Quality improvement focus
SCH002900,NUR0048,2025-06-16,Day,2025-06-16 07:00:02.452019,2025-06-16 19:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Patient Care', 'Documentation', 'Quality Assurance'], 'patient_load': 2, 'supervision': 'Supervised', 'special_assignments': ['Emergency Response']}","{'lunch': 58, 'short_breaks': 4, 'break_duration': 10}","{'scheduled': True, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 4.877161687898685, 'documentation_completion': 0.9405717316821596, 'protocol_adherence': 0.9562311890086735, 'team_collaboration': 3.605528471698889}",Regular shift
SCH002901,NUR0048,2025-06-17,Night,2025-06-17 19:00:02.452019,2025-06-18 07:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Training'], 'patient_load': 2, 'supervision': 'Supervised', 'special_assignments': []}","{'lunch': 44, 'short_breaks': 4, 'break_duration': 14}","{'scheduled': False, 'hours': 2, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 4.984591795118544, 'documentation_completion': 0.9272189932007728, 'protocol_adherence': 0.9768612329136204, 'team_collaboration': 4.092293081277326}",Regular shift
SCH002902,NUR0048,2025-06-18,Night,2025-06-18 19:00:02.452019,2025-06-19 07:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Quality Assurance', 'Documentation'], 'patient_load': 1, 'supervision': 'None', 'special_assignments': []}","{'lunch': 30, 'short_breaks': 3, 'break_duration': 14}","{'scheduled': True, 'hours': 0, 'reason': 'Emergency'}","{'patient_satisfaction': 4.958355358436487, 'documentation_completion': 0.8509224703496996, 'protocol_adherence': 0.924850969123885, 'team_collaboration': 3.7376807553334954}",New protocol implementation
SCH002903,NUR0048,2025-06-19,Day,2025-06-19 07:00:02.452019,2025-06-19 19:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Training'], 'patient_load': 2, 'supervision': 'None', 'special_assignments': ['Emergency Response', 'Code Team']}","{'lunch': 31, 'short_breaks': 2, 'break_duration': 14}","{'scheduled': False, 'hours': 0, 'reason': 'Emergency'}","{'patient_satisfaction': 4.216041313806434, 'documentation_completion': 0.9320138085361587, 'protocol_adherence': 0.9881870755430663, 'team_collaboration': 4.045840813977616}",Regular shift
SCH002904,NUR0048,2025-06-20,Night,2025-06-20 19:00:02.452019,2025-06-21 07:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Training', 'Documentation', 'Patient Care'], 'patient_load': 9, 'supervision': 'Supervised', 'special_assignments': []}","{'lunch': 33, 'short_breaks': 2, 'break_duration': 13}","{'scheduled': False, 'hours': 0, 'reason': 'Emergency'}","{'patient_satisfaction': 4.664695755732478, 'documentation_completion': 0.8453133311852516, 'protocol_adherence': 0.9507714419902276, 'team_collaboration': 4.080580424270537}",Regular shift
SCH002905,NUR0048,2025-06-21,Evening,2025-06-21 15:00:02.452019,2025-06-22 03:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Documentation', 'Training', 'Patient Care'], 'patient_load': 3, 'supervision': 'Supervising', 'special_assignments': []}","{'lunch': 51, 'short_breaks': 3, 'break_duration': 14}","{'scheduled': True, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 3.615024504787052, 'documentation_completion': 0.9338822590541918, 'protocol_adherence': 0.9584107222880391, 'team_collaboration': 4.944638169522225}",Training day
SCH002906,NUR0048,2025-06-22,Day,2025-06-22 07:00:02.452019,2025-06-22 19:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Quality Assurance', 'Documentation', 'Training'], 'patient_load': 10, 'supervision': 'Supervised', 'special_assignments': []}","{'lunch': 46, 'short_breaks': 2, 'break_duration': 11}","{'scheduled': True, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 4.190413570859529, 'documentation_completion': 0.8576628676639154, 'protocol_adherence': 0.9932243729362825, 'team_collaboration': 4.920165487277824}",Quality improvement focus
SCH002907,NUR0048,2025-06-23,Night,2025-06-23 19:00:02.452019,2025-06-24 07:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Quality Assurance', 'Patient Care'], 'patient_load': 10, 'supervision': 'None', 'special_assignments': ['Emergency Response', 'Code Team']}","{'lunch': 58, 'short_breaks': 2, 'break_duration': 11}","{'scheduled': False, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 4.615924914652837, 'documentation_completion': 0.9754498285956323, 'protocol_adherence': 0.9285793182121959, 'team_collaboration': 4.5178345018400154}",New protocol implementation
SCH002908,NUR0048,2025-06-24,Evening,2025-06-24 15:00:02.452019,2025-06-25 03:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Training', 'Documentation'], 'patient_load': 8, 'supervision': 'Supervising', 'special_assignments': []}","{'lunch': 57, 'short_breaks': 4, 'break_duration': 14}","{'scheduled': True, 'hours': 0, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 4.549495201395991, 'documentation_completion': 0.9918172182531227, 'protocol_adherence': 0.9982455926908735, 'team_collaboration': 4.395924348716929}",Training day
SCH002909,NUR0048,2025-06-25,Night,2025-06-25 19:00:02.452019,2025-06-26 07:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Patient Care'], 'patient_load': 7, 'supervision': 'Supervised', 'special_assignments': ['Emergency Response']}","{'lunch': 31, 'short_breaks': 4, 'break_duration': 13}","{'scheduled': False, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 4.141790881223626, 'documentation_completion': 0.8744062350080217, 'protocol_adherence': 0.9411421924260395, 'team_collaboration': 4.765523734934243}",Team building activities
SCH002910,NUR0048,2025-06-26,Day,2025-06-26 07:00:02.452019,2025-06-26 19:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Training', 'Quality Assurance'], 'patient_load': 10, 'supervision': 'Supervised', 'special_assignments': []}","{'lunch': 41, 'short_breaks': 4, 'break_duration': 13}","{'scheduled': False, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 4.197109825376371, 'documentation_completion': 0.8299053518785772, 'protocol_adherence': 0.9692410458250289, 'team_collaboration': 4.210969079755448}",Quality improvement focus
SCH002911,NUR0048,2025-06-27,Night,2025-06-27 19:00:02.452019,2025-06-28 07:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Patient Care'], 'patient_load': 3, 'supervision': 'Supervised', 'special_assignments': ['Rapid Response', 'Code Team']}","{'lunch': 30, 'short_breaks': 2, 'break_duration': 14}","{'scheduled': False, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 3.9096076506971413, 'documentation_completion': 0.844805672366413, 'protocol_adherence': 0.9494243827516645, 'team_collaboration': 3.8727611999496205}",Quality improvement focus
SCH002912,NUR0048,2025-06-28,Night,2025-06-28 19:00:02.452019,2025-06-29 07:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Documentation', 'Patient Care'], 'patient_load': 6, 'supervision': 'Supervising', 'special_assignments': ['Code Team']}","{'lunch': 32, 'short_breaks': 4, 'break_duration': 12}","{'scheduled': True, 'hours': 0, 'reason': 'Emergency'}","{'patient_satisfaction': 4.5059352645711295, 'documentation_completion': 0.9089294286381701, 'protocol_adherence': 0.9420042943207965, 'team_collaboration': 3.5629624442946675}",New protocol implementation
SCH002913,NUR0048,2025-06-29,Night,2025-06-29 19:00:02.452019,2025-06-30 07:00:02.452019,Pediatrics,"{'primary_role': 'Nurse', 'secondary_roles': ['Quality Assurance'], 'patient_load': 6, 'supervision': 'Supervising', 'special_assignments': []}","{'lunch': 51, 'short_breaks': 3, 'break_duration': 15}","{'scheduled': False, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 4.974235013257511, 'documentation_completion': 0.9228909848459215, 'protocol_adherence': 0.9257861817357503, 'team_collaboration': 4.2706212369189664}",Training day
